NU_ANO;CO_CURSO;CO_IES;CO_CATEGAD;CO_ORGACAD;CO_GRUPO;CO_MODALIDADE;CO_MUNIC_CURSO;CO_UF_CURSO;CO_REGIAO_CURSO
2021;1137926;2835;4;10020;72;1;2611606;26;2
2021;1142650;578;1;10028;4005;1;2927408;29;2
2021;1149495;1077;4;10020;79;1;2611606;26;2
2021;1151555;2497;4;10020;79;1;2304400;23;2
2021;1151687;1978;4;10020;72;1;2304400;23;2
2021;1158385;1363;5;10022;72;1;2927408;29;2
2021;1161716;1978;4;10020;4006;1;2304400;23;2
2021;1163800;14509;1;10026;72;1;2911709;29;2
2021;1164214;2067;4;10022;72;1;2928703;29;2
2021;1166239;519;5;10028;72;1;2927408;29;2
2021;1166493;1820;1;10026;4005;1;2211001;22;2
2021;1166614;1166;1;10026;72;1;2509701;25;2
2021;1166783;600;1;10026;4004;1;2105302;21;2
2021;1172346;555;5;10028;72;1;2304400;23;2
2021;1179354;352;4;10020;79;1;2507507;25;2
2021;1180836;2497;4;10020;72;1;2304400;23;2
2021;1181115;1807;1;10026;4004;1;2301109;23;2
2021;1181327;3183;1;10026;4006;1;2803500;28;2
2021;1183332;1082;1;10026;72;1;2409407;24;2
2021;1184491;40;2;10028;4005;0;2904605;29;2
2021;1186003;1820;1;10026;72;1;2208007;22;2
2021;1188193;570;1;10028;72;1;2407104;24;2
2021;1190071;550;2;10028;4004;1;2504009;25;2
2021;1190145;756;2;10028;4004;1;2208403;22;2
2021;1190615;398;4;10028;79;1;2800308;28;2
2021;1191424;1807;1;10026;79;1;2306900;23;2
2021;1203177;1640;4;10020;4006;1;2923803;29;2
2021;1203266;579;1;10028;4005;0;2507507;25;2
2021;1204325;1683;4;10020;4006;1;2211001;22;2
2021;1204870;1107;4;10020;79;1;2304400;23;2
2021;1205602;1151;4;10022;79;1;2800308;28;2
2021;1206001;1107;4;10020;72;1;2304400;23;2
2021;1258063;3099;4;10022;4004;1;2507507;25;2
2021;1258369;2189;4;10022;72;1;2111300;21;2
2021;1258651;1255;4;10020;72;1;2611606;26;2
2021;1258654;1255;4;10020;4006;1;2611606;26;2
2021;1259097;4121;5;10020;72;1;2800308;28;2
2021;1259867;1077;4;10020;72;1;2611606;26;2
2021;1265453;550;2;10028;4004;1;2510808;25;2
2021;1269545;600;1;10026;4004;1;2103000;21;2
2021;1270596;583;1;10028;4004;1;2311306;23;2
2021;1272079;583;1;10028;4004;1;2304103;23;2
2021;1279275;589;1;10028;4005;0;2408003;24;2
2021;1283028;1115;5;10022;4006;1;2111300;21;2
2021;1284470;2944;4;10022;79;1;2914802;29;2
2021;1285124;4784;5;10022;79;1;2304400;23;2
2021;1285323;4784;5;10022;72;1;2304400;23;2
2021;1285574;1885;4;10020;72;1;2111300;21;2
2021;1288002;19327;5;10022;4004;1;2611606;26;2
2021;1288133;1676;4;10020;72;0;2611606;26;2
2021;1288839;577;1;10028;4006;1;2706703;27;2
2021;1295073;718;4;10028;72;0;2408102;24;2
2021;1299624;14429;4;10022;72;1;2704302;27;2
2021;1299927;583;1;10028;4004;1;2311801;23;2
2021;1300041;1185;4;10020;72;1;2927408;29;2
2021;1300214;1847;4;10022;79;1;2105302;21;2
2021;1300429;583;1;10028;4006;1;2304103;23;2
2021;1300474;2410;5;10022;79;1;2304400;23;2
2021;1303367;2410;5;10022;72;1;2304400;23;2
2021;1303596;1734;4;10020;72;1;2211001;22;2
2021;1303985;13944;4;10022;72;1;2704302;27;2
2021;1304924;19793;4;10022;72;1;2304400;23;2
2021;1305552;5;1;10028;4005;0;2211001;22;2
2021;1306689;2835;4;10020;4004;1;2611606;26;2
2021;1307356;1166;1;10026;4005;0;2503704;25;2
2021;1313285;599;1;10026;4005;1;2917508;29;2
2021;1313397;2835;4;10020;72;0;2611606;26;2
2021;1314243;1807;1;10026;4006;1;2303808;23;2
2021;1315430;599;1;10026;72;1;2914604;29;2
2021;1315444;718;4;10028;4004;1;2408102;24;2
2021;1315446;718;4;10028;79;1;2408102;24;2
2021;1322001;1775;4;10020;72;1;2604106;26;2
2021;1322118;3034;4;10022;4006;1;2927408;29;2
2021;1322390;1805;4;10020;4004;1;2611606;26;2
2021;1322665;1076;5;10022;4004;1;2503704;25;2
2021;1330095;1058;4;10020;72;1;2927408;29;2
2021;1331580;20666;4;10022;72;1;2611606;26;2
2021;1332852;3285;4;10022;72;1;2900702;29;2
2021;1332960;29;2;10028;4005;0;2304400;23;2
2021;1333186;20570;4;10022;72;1;2611606;26;2
2021;1333909;398;4;10028;72;0;2800308;28;2
2021;1342459;1082;1;10026;79;1;2412005;24;2
2021;1349715;2723;5;10022;72;1;2611606;26;2
2021;1351760;15508;4;10022;4006;1;2211001;22;2
2021;1364692;3388;4;10020;72;1;2307304;23;2
2021;1366326;410;5;10022;79;1;2611606;26;2
2021;1376131;1807;1;10026;4004;1;2313401;23;2
2021;1379275;599;1;10026;4006;1;2910800;29;2
2021;1385488;1775;4;10020;4004;1;2604106;26;2
2021;1385516;1717;4;10022;79;1;2105302;21;2
2021;1385942;4530;4;10020;4004;1;2704302;27;2
2021;1388299;3588;4;10020;72;0;2927408;29;2
2021;1403879;1077;4;10020;4004;1;2611606;26;2
2021;1403893;1082;1;10026;72;1;2408300;24;2
2021;1404620;4702;4;10020;79;1;2611606;26;2
2021;1404804;385;4;10028;72;1;2927408;29;2
2021;1404959;548;1;10028;4005;0;2111300;21;2
2021;1419853;1820;1;10026;72;1;2202901;22;2
2021;1422296;1185;4;10020;4004;1;2927408;29;2
2021;1427745;385;4;10028;4006;1;2927408;29;2
2021;1429880;385;4;10028;72;0;2927408;29;2
2021;1438274;1185;4;10020;72;0;2927408;29;2
2021;1439492;1717;4;10022;72;1;2105302;21;2
2021;1441079;3099;4;10022;72;1;2507507;25;2
2021;1441732;4420;4;10020;72;1;2609600;26;2
2021;1457379;352;4;10020;72;1;2507507;25;2
2021;1468653;1775;4;10020;72;0;2604106;26;2
2021;1473201;2497;4;10020;72;0;2304400;23;2
2021;1473699;1185;4;10020;4006;0;2927408;29;2
2021;1483661;385;4;10028;79;0;2927408;29;2
2021;1483734;718;4;10028;79;0;2408102;24;2
2021;1486168;1709;4;10020;72;1;2611606;26;2
2021;1521177;1255;4;10020;72;0;2611606;26;2
2021;1526359;4153;4;10020;72;0;2611606;26;2
2021;1533190;448;4;10020;4004;0;2304400;23;2
2021;5000135;1807;1;10026;4006;1;2304202;23;2
2021;5000141;1807;1;10026;79;1;2302800;23;2
2021;5000143;1807;1;10026;4004;1;2307650;23;2
2021;5001459;3996;5;10022;72;1;2611606;26;2
