NU_ANO_CENSO,CO_IES,CO_CURSO,NO_CURSO,NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF
2014,4255,90635,PSICOLOGIA,Norte,1.0,Rondônia,RO,11.0
2014,4255,1032473,SISTEMA DE INFORMAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,4785,1292902,MATEMÁTICA,Norte,1.0,Rondônia,RO,11.0
2014,13792,1121142,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,13792,1121144,BIOMEDICINA,Norte,1.0,Rondônia,RO,11.0
2014,13792,1121145,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2014,13792,1121143,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2014,13792,1121146,FARMÁCIA,Norte,1.0,Rondônia,RO,11.0
2014,1086,99236,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,1086,27414,LETRAS - INGLÊS,Norte,1.0,Rondônia,RO,11.0
2014,1086,67661,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2014,4785,1138922,AGRONOMIA,Norte,1.0,Rondônia,RO,11.0
2014,4785,1136925,CIÊNCIAS BIOLÓGICAS,Norte,1.0,Rondônia,RO,11.0
2014,4785,90763,GESTÃO AMBIENTAL,Norte,1.0,Rondônia,RO,11.0
2014,4785,90765,LATICÍNIOS,Norte,1.0,Rondônia,RO,11.0
2014,699,24092,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,699,122760,GESTÃO AMBIENTAL,Norte,1.0,Rondônia,RO,11.0
2014,699,16003,LETRAS,Norte,1.0,Rondônia,RO,11.0
2014,699,16007,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2014,1699,46555,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,1699,118750,CIÊNCIAS BIOLÓGICAS,Norte,1.0,Rondônia,RO,11.0
2014,1699,53892,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2014,1699,119164,GESTÃO AMBIENTAL,Norte,1.0,Rondônia,RO,11.0
2014,1699,49360,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2014,1699,1047194,SERVIÇO SOCIAL,Norte,1.0,Rondônia,RO,11.0
2014,450,9411,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,450,9413,AGRONOMIA,Norte,1.0,Rondônia,RO,11.0
2014,450,118388,ARQUITETURA E URBANISMO,Norte,1.0,Rondônia,RO,11.0
2014,450,118392,BIOMEDICINA,Norte,1.0,Rondônia,RO,11.0
2014,450,119750,CIÊNCIAS BIOLÓGICAS,Norte,1.0,Rondônia,RO,11.0
2014,450,1114511,CIÊNCIAS BIOLÓGICAS,Norte,1.0,Rondônia,RO,11.0
2014,450,9409,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2014,450,9412,DIREITO,Norte,1.0,Rondônia,RO,11.0
2014,450,86547,EDUCAÇÃO FÍSICA,Norte,1.0,Rondônia,RO,11.0
2014,450,86658,EDUCAÇÃO FÍSICA,Norte,1.0,Rondônia,RO,11.0
2014,450,72115,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2014,450,118390,FARMÁCIA,Norte,1.0,Rondônia,RO,11.0
2014,450,63991,FISIOTERAPIA,Norte,1.0,Rondônia,RO,11.0
2014,450,64149,JORNALISMO,Norte,1.0,Rondônia,RO,11.0
2014,450,75368,MEDICINA VETERINÁRIA,Norte,1.0,Rondônia,RO,11.0
2014,450,9410,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2014,450,64152,PUBLICIDADE E PROPAGANDA,Norte,1.0,Rondônia,RO,11.0
2014,450,63996,SERVIÇO SOCIAL,Norte,1.0,Rondônia,RO,11.0
2014,450,9414,SISTEMAS DE INFORMAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,699,116738,EDUCAÇÃO BÁSICA INTERCULTURAL,Norte,1.0,Rondônia,RO,11.0
2014,699,100719,ENGENHARIA AMBIENTAL,Norte,1.0,Rondônia,RO,11.0
2014,699,116746,ESTATÍSTICA,Norte,1.0,Rondônia,RO,11.0
2014,699,16011,FÍSICA,Norte,1.0,Rondônia,RO,11.0
2014,699,1114212,FÍSICA,Norte,1.0,Rondônia,RO,11.0
2014,699,16010,MATEMÁTICA,Norte,1.0,Rondônia,RO,11.0
2014,699,16002,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2014,4411,104244,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,4411,104246,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2014,4411,1178713,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2014,4411,104242,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2014,4411,1160248,PSICOLOGIA,Norte,1.0,Rondônia,RO,11.0
2014,4785,1137369,QUÍMICA,Norte,1.0,Rondônia,RO,11.0
2014,10009,1000030,MATEMÁTICA,Norte,1.0,Rondônia,RO,11.0
2014,2779,1058916,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,2779,1058919,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2014,2779,1204491,ENGENHARIA CIVIL,Norte,1.0,Rondônia,RO,11.0
2014,2779,1099321,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2014,2779,88066,SISTEMA DE INFORMAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,4592,119078,LETRAS,Norte,1.0,Rondônia,RO,11.0
2014,1403,20600,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,1403,1111368,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2014,1403,1117490,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2014,1403,91138,LETRAS - PORTUGUÊS,Norte,1.0,Rondônia,RO,11.0
2014,1403,21551,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2014,1403,1108415,PSICOLOGIA,Norte,1.0,Rondônia,RO,11.0
2014,1403,99660,SISTEMA DE INFORMAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,699,15988,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,699,116712,ARQUEOLOGIA,Norte,1.0,Rondônia,RO,11.0
2014,699,123567,ARTES VISUAIS,Norte,1.0,Rondônia,RO,11.0
2014,699,116718,BIBLIOTECONOMIA,Norte,1.0,Rondônia,RO,11.0
2014,699,318363,CIÊNCIAS BIOLÓGICAS,Norte,1.0,Rondônia,RO,11.0
2014,699,15989,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2014,699,15987,CIÊNCIAS ECONÔMICAS,Norte,1.0,Rondônia,RO,11.0
2014,699,85458,CIÊNCIAS SOCIAIS,Norte,1.0,Rondônia,RO,11.0
2014,699,15995,DIREITO,Norte,1.0,Rondônia,RO,11.0
2014,699,15990,EDUCAÇÃO FÍSICA,Norte,1.0,Rondônia,RO,11.0
2014,699,15998,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2014,699,116727,ENGENHARIA CIVIL,Norte,1.0,Rondônia,RO,11.0
2014,699,100292,ENGENHARIA ELÉTRICA,Norte,1.0,Rondônia,RO,11.0
2014,699,116732,FILOSOFIA,Norte,1.0,Rondônia,RO,11.0
2014,699,100289,FÍSICA,Norte,1.0,Rondônia,RO,11.0
2014,699,15994,GEOGRAFIA,Norte,1.0,Rondônia,RO,11.0
2014,699,15992,HISTÓRIA,Norte,1.0,Rondônia,RO,11.0
2014,699,318882,INFORMÁTICA,Norte,1.0,Rondônia,RO,11.0
2014,699,20940,LETRAS - ESPANHOL,Norte,1.0,Rondônia,RO,11.0
2014,699,20941,LETRAS - INGLÊS,Norte,1.0,Rondônia,RO,11.0
2014,699,28509,LETRAS - PORTUGUÊS,Norte,1.0,Rondônia,RO,11.0
2014,699,16009,MATEMÁTICA,Norte,1.0,Rondônia,RO,11.0
2014,699,51699,MEDICINA,Norte,1.0,Rondônia,RO,11.0
2014,699,123553,MÚSICA,Norte,1.0,Rondônia,RO,11.0
2014,699,62083,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2014,699,24087,PSICOLOGIA,Norte,1.0,Rondônia,RO,11.0
2014,699,58082,QUÍMICA,Norte,1.0,Rondônia,RO,11.0
2014,699,120741,SEGURANÇA PÚBLICA,Norte,1.0,Rondônia,RO,11.0
2014,699,123584,TEATRO,Norte,1.0,Rondônia,RO,11.0
2014,788,49065,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,788,16884,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2014,788,16885,DIREITO,Norte,1.0,Rondônia,RO,11.0
2014,788,95912,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2014,788,68951,ENGENHARIA CIVIL,Norte,1.0,Rondônia,RO,11.0
2014,788,49069,ENGENHARIA FLORESTAL,Norte,1.0,Rondônia,RO,11.0
2014,788,49038,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2014,900,17471,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,900,46928,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2014,900,56738,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2014,900,109252,SISTEMAS DE INFORMAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,900,17470,SISTEMAS PARA INTERNET,Norte,1.0,Rondônia,RO,11.0
2014,1087,69174,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,1087,106830,AGRONOMIA,Norte,1.0,Rondônia,RO,11.0
2014,1087,117543,ARQUITETURA E URBANISMO,Norte,1.0,Rondônia,RO,11.0
2014,1087,94221,BIOMEDICINA,Norte,1.0,Rondônia,RO,11.0
2014,1087,80254,CIÊNCIAS BIOLÓGICAS,Norte,1.0,Rondônia,RO,11.0
2014,1087,108727,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2014,1087,73751,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2014,1087,73755,FARMÁCIA,Norte,1.0,Rondônia,RO,11.0
2014,1087,94223,FISIOTERAPIA,Norte,1.0,Rondônia,RO,11.0
2014,1087,118868,FONOAUDIOLOGIA,Norte,1.0,Rondônia,RO,11.0
2014,1087,110228,GASTRONOMIA,Norte,1.0,Rondônia,RO,11.0
2014,1087,120153,GESTÃO COMERCIAL,Norte,1.0,Rondônia,RO,11.0
2014,1087,110636,GESTÃO HOSPITALAR,Norte,1.0,Rondônia,RO,11.0
2014,1087,72675,MEDICINA,Norte,1.0,Rondônia,RO,11.0
2014,1087,73753,MEDICINA VETERINÁRIA,Norte,1.0,Rondônia,RO,11.0
2014,1087,108725,NUTRIÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,1087,17955,ODONTOLOGIA,Norte,1.0,Rondônia,RO,11.0
2014,1087,114539,PSICOLOGIA,Norte,1.0,Rondônia,RO,11.0
2014,1087,109533,SERVIÇO SOCIAL,Norte,1.0,Rondônia,RO,11.0
2014,1087,118866,TERAPIA OCUPACIONAL,Norte,1.0,Rondônia,RO,11.0
2014,1087,69172,TURISMO,Norte,1.0,Rondônia,RO,11.0
2014,1087,109258,ZOOTECNIA,Norte,1.0,Rondônia,RO,11.0
2014,1414,20698,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,1414,52743,BIOMEDICINA,Norte,1.0,Rondônia,RO,11.0
2014,1414,47560,CIÊNCIAS BIOLÓGICAS,Norte,1.0,Rondônia,RO,11.0
2014,1414,347560,CIÊNCIAS BIOLÓGICAS,Norte,1.0,Rondônia,RO,11.0
2014,1414,1204819,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2014,1414,74038,DIREITO,Norte,1.0,Rondônia,RO,11.0
2014,1414,52123,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2014,1414,352123,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2014,1414,54924,FISIOTERAPIA,Norte,1.0,Rondônia,RO,11.0
2014,1414,50992,FONOAUDIOLOGIA,Norte,1.0,Rondônia,RO,11.0
2014,1414,112868,HOTELARIA,Norte,1.0,Rondônia,RO,11.0
2014,1414,85652,MEDICINA,Norte,1.0,Rondônia,RO,11.0
2014,1414,45877,NUTRIÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,1414,57926,ODONTOLOGIA,Norte,1.0,Rondônia,RO,11.0
2014,1515,59752,CIÊNCIAS BIOLÓGICAS,Norte,1.0,Rondônia,RO,11.0
2014,1515,18114,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2014,1722,47876,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,1722,47880,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2014,1722,55777,SISTEMAS DE INFORMAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,1728,47913,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,1728,89792,AGRONOMIA,Norte,1.0,Rondônia,RO,11.0
2014,1728,88416,ARQUITETURA E URBANISMO,Norte,1.0,Rondônia,RO,11.0
2014,1728,50781,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2014,1728,50779,COMUNICAÇÃO SOCIAL - JORNALISMO,Norte,1.0,Rondônia,RO,11.0
2014,1728,50780,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Norte,1.0,Rondônia,RO,11.0
2014,1728,53562,DIREITO,Norte,1.0,Rondônia,RO,11.0
2014,1728,118774,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2014,1728,117474,FISIOTERAPIA,Norte,1.0,Rondônia,RO,11.0
2014,1728,72565,GESTÃO AMBIENTAL,Norte,1.0,Rondônia,RO,11.0
2014,1728,80999,GESTÃO COMERCIAL,Norte,1.0,Rondônia,RO,11.0
2014,1728,80966,GESTÃO DE RECURSOS HUMANOS,Norte,1.0,Rondônia,RO,11.0
2014,1728,72577,REDES DE COMPUTADORES,Norte,1.0,Rondônia,RO,11.0
2014,1728,74737,SISTEMAS DE INFORMAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,1738,47943,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,1738,51672,DIREITO,Norte,1.0,Rondônia,RO,11.0
2014,1738,59662,EDUCAÇÃO FÍSICA,Norte,1.0,Rondônia,RO,11.0
2014,1738,68329,EDUCAÇÃO FÍSICA,Norte,1.0,Rondônia,RO,11.0
2014,1738,1260525,ENGENHARIA DE PRODUÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,1738,74428,PSICOLOGIA,Norte,1.0,Rondônia,RO,11.0
2014,1738,47947,SISTEMA DE INFORMAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,1738,68253,SISTEMAS ELÉTRICOS,Norte,1.0,Rondônia,RO,11.0
2014,2058,56008,EDUCAÇÃO FÍSICA,Norte,1.0,Rondônia,RO,11.0
2014,2058,1186945,GESTÃO DE SEGURANÇA PRIVADA,Norte,1.0,Rondônia,RO,11.0
2014,2058,114598,LETRAS - PORTUGUÊS,Norte,1.0,Rondônia,RO,11.0
2014,2058,119012,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2014,2840,79647,TEOLOGIA,Norte,1.0,Rondônia,RO,11.0
2014,3991,74386,SISTEMAS PARA INTERNET,Norte,1.0,Rondônia,RO,11.0
2014,4594,1069494,DIREITO,Norte,1.0,Rondônia,RO,11.0
2014,4594,101292,FILOSOFIA,Norte,1.0,Rondônia,RO,11.0
2014,4785,1182764,FÍSICA,Norte,1.0,Rondônia,RO,11.0
2014,4785,1204018,GESTÃO PÚBLICA,Norte,1.0,Rondônia,RO,11.0
2014,12758,1108254,ENGENHARIA CIVIL,Norte,1.0,Rondônia,RO,11.0
2014,699,5001242,ENGENHARIA DE PESCA,Norte,1.0,Rondônia,RO,11.0
2014,699,58075,AGRONOMIA,Norte,1.0,Rondônia,RO,11.0
2014,699,116734,ENGENHARIA FLORESTAL,Norte,1.0,Rondônia,RO,11.0
2014,699,122758,HISTÓRIA,Norte,1.0,Rondônia,RO,11.0
2014,699,150273,MEDICINA VETERINÁRIA,Norte,1.0,Rondônia,RO,11.0
2014,699,43743,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2014,2022,67057,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,2022,67053,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2014,2022,108588,DIREITO,Norte,1.0,Rondônia,RO,11.0
2014,2022,117655,HISTÓRIA,Norte,1.0,Rondônia,RO,11.0
2014,2022,117652,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2014,2022,98310,PSICOLOGIA,Norte,1.0,Rondônia,RO,11.0
2014,2022,5000054,SISTEMAS DE INFORMAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,2754,1050276,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,2754,1077884,BIOMEDICINA,Norte,1.0,Rondônia,RO,11.0
2014,2754,1085806,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2014,2754,1074022,FARMÁCIA,Norte,1.0,Rondônia,RO,11.0
2014,2754,1074957,FISIOTERAPIA,Norte,1.0,Rondônia,RO,11.0
2014,2754,107842,SISTEMAS DE INFORMAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,699,122752,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,699,16016,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2014,699,58084,COMUNICAÇÃO SOCIAL - JORNALISMO,Norte,1.0,Rondônia,RO,11.0
2014,699,16004,LETRAS,Norte,1.0,Rondônia,RO,11.0
2014,699,44076,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2014,797,16966,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2014,797,1123757,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Norte,1.0,Rondônia,RO,11.0
2014,797,17551,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2014,797,37796,DIREITO,Norte,1.0,Rondônia,RO,11.0
2014,797,16967,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2014,2323,75774,AGRONOMIA,Norte,1.0,Rondônia,RO,11.0
2014,2323,87170,PSICOLOGIA,Norte,1.0,Rondônia,RO,11.0
2014,2323,75778,SERVIÇO SOCIAL,Norte,1.0,Rondônia,RO,11.0
2014,2323,75776,ZOOTECNIA,Norte,1.0,Rondônia,RO,11.0
2014,4785,1182765,MATEMÁTICA,Norte,1.0,Rondônia,RO,11.0
2014,11645,1013900,BIOMEDICINA,Norte,1.0,Rondônia,RO,11.0
2014,11645,1009393,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2014,11645,1159841,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2014,11645,1159840,FARMÁCIA,Norte,1.0,Rondônia,RO,11.0
2014,549,106292,MATEMÁTICA,Norte,1.0,Acre,AC,12.0
2014,549,106286,CIÊNCIAS ECONÔMICAS,Norte,1.0,Acre,AC,12.0
2014,549,106278,EDUCAÇÃO FÍSICA,Norte,1.0,Acre,AC,12.0
2014,549,106218,HISTÓRIA,Norte,1.0,Acre,AC,12.0
2014,549,106173,MATEMÁTICA,Norte,1.0,Acre,AC,12.0
2014,549,106288,CIÊNCIAS ECONÔMICAS,Norte,1.0,Acre,AC,12.0
2014,549,99841,CIÊNCIAS BIOLÓGICAS,Norte,1.0,Acre,AC,12.0
2014,549,106193,CIÊNCIAS BIOLÓGICAS,Norte,1.0,Acre,AC,12.0
2014,549,113703,CIÊNCIAS BIOLÓGICAS,Norte,1.0,Acre,AC,12.0
2014,549,1120660,DIREITO,Norte,1.0,Acre,AC,12.0
2014,549,99843,ENFERMAGEM,Norte,1.0,Acre,AC,12.0
2014,549,113809,ENGENHARIA AGRONÔMICA,Norte,1.0,Acre,AC,12.0
2014,549,99839,ENGENHARIA FLORESTAL,Norte,1.0,Acre,AC,12.0
2014,549,113865,FORMAÇÃO DOCENTE PARA INDÍGENAS,Norte,1.0,Acre,AC,12.0
2014,549,106226,GEOGRAFIA,Norte,1.0,Acre,AC,12.0
2014,549,106208,HISTÓRIA,Norte,1.0,Acre,AC,12.0
2014,549,113760,LETRAS - ESPANHOL,Norte,1.0,Acre,AC,12.0
2014,549,119074,LETRAS - INGLÊS,Norte,1.0,Acre,AC,12.0
2014,549,119072,LETRAS - LÍNGUA PORTUGUESA,Norte,1.0,Acre,AC,12.0
2014,549,106153,MATEMÁTICA,Norte,1.0,Acre,AC,12.0
2014,549,11548,PEDAGOGIA,Norte,1.0,Acre,AC,12.0
2014,2072,58150,ADMINISTRAÇÃO,Norte,1.0,Acre,AC,12.0
2014,2072,90436,CIÊNCIAS CONTÁBEIS,Norte,1.0,Acre,AC,12.0
2014,15507,5000484,AGROECOLOGIA,Norte,1.0,Acre,AC,12.0
2014,15507,1192283,FÍSICA,Norte,1.0,Acre,AC,12.0
2014,15507,5000487,MATEMÁTICA,Norte,1.0,Acre,AC,12.0
2014,15507,1264905,PROCESSOS ESCOLARES,Norte,1.0,Acre,AC,12.0
2014,549,106298,CIÊNCIAS ECONÔMICAS,Norte,1.0,Acre,AC,12.0
2014,549,106300,CIÊNCIAS ECONÔMICAS,Norte,1.0,Acre,AC,12.0
2014,549,106238,LETRAS - LÍNGUA PORTUGUESA,Norte,1.0,Acre,AC,12.0
2014,549,106310,MATEMÁTICA,Norte,1.0,Acre,AC,12.0
2014,549,106304,CIÊNCIAS ECONÔMICAS,Norte,1.0,Acre,AC,12.0
2014,549,106296,MATEMÁTICA,Norte,1.0,Acre,AC,12.0
2014,549,106252,LETRAS - LÍNGUA PORTUGUESA,Norte,1.0,Acre,AC,12.0
2014,549,106312,MATEMÁTICA,Norte,1.0,Acre,AC,12.0
2014,549,106308,CIÊNCIAS ECONÔMICAS,Norte,1.0,Acre,AC,12.0
2014,549,100028,ARTES CÊNICAS,Norte,1.0,Acre,AC,12.0
