NU_ANO_CENSO,CO_IES,CO_CURSO,NO_CURSO,NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF
2017,1403,1117490,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2017,1403,21551,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2017,1403,1108415,PSICOLOGIA,Norte,1.0,Rondônia,RO,11.0
2017,1403,99660,SISTEMA DE INFORMAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,699,15988,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,699,116712,ARQUEOLOGIA,Norte,1.0,Rondônia,RO,11.0
2017,699,123567,ARTES VISUAIS,Norte,1.0,Rondônia,RO,11.0
2017,699,116718,BIBLIOTECONOMIA,Norte,1.0,Rondônia,RO,11.0
2017,699,318882,CIÊNCIA DA COMPUTAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,699,18363,CIÊNCIAS BIOLÓGICAS,Norte,1.0,Rondônia,RO,11.0
2017,699,318363,CIÊNCIAS BIOLÓGICAS,Norte,1.0,Rondônia,RO,11.0
2017,699,15989,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2017,699,15987,CIÊNCIAS ECONÔMICAS,Norte,1.0,Rondônia,RO,11.0
2017,699,85458,CIÊNCIAS SOCIAIS,Norte,1.0,Rondônia,RO,11.0
2017,699,18882,COMPUTAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,699,15995,DIREITO,Norte,1.0,Rondônia,RO,11.0
2017,699,15990,EDUCAÇÃO FÍSICA,Norte,1.0,Rondônia,RO,11.0
2017,699,15998,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2017,699,116727,ENGENHARIA CIVIL,Norte,1.0,Rondônia,RO,11.0
2017,699,100292,ENGENHARIA ELÉTRICA,Norte,1.0,Rondônia,RO,11.0
2017,699,116732,FILOSOFIA,Norte,1.0,Rondônia,RO,11.0
2017,699,100289,FÍSICA,Norte,1.0,Rondônia,RO,11.0
2017,699,15994,GEOGRAFIA,Norte,1.0,Rondônia,RO,11.0
2017,699,315994,GEOGRAFIA,Norte,1.0,Rondônia,RO,11.0
2017,699,15992,HISTÓRIA,Norte,1.0,Rondônia,RO,11.0
2017,699,315992,HISTÓRIA,Norte,1.0,Rondônia,RO,11.0
2017,699,20940,LETRAS - ESPANHOL,Norte,1.0,Rondônia,RO,11.0
2017,699,20941,LETRAS - INGLÊS,Norte,1.0,Rondônia,RO,11.0
2017,699,1331483,LETRAS - LIBRAS,Norte,1.0,Rondônia,RO,11.0
2017,699,28509,LETRAS - PORTUGUÊS,Norte,1.0,Rondônia,RO,11.0
2017,699,16009,MATEMÁTICA,Norte,1.0,Rondônia,RO,11.0
2017,699,51699,MEDICINA,Norte,1.0,Rondônia,RO,11.0
2017,699,123553,MÚSICA,Norte,1.0,Rondônia,RO,11.0
2017,699,62083,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2017,699,24087,PSICOLOGIA,Norte,1.0,Rondônia,RO,11.0
2017,699,58082,QUÍMICA,Norte,1.0,Rondônia,RO,11.0
2017,699,120741,SEGURANÇA PÚBLICA,Norte,1.0,Rondônia,RO,11.0
2017,699,123584,TEATRO,Norte,1.0,Rondônia,RO,11.0
2017,788,49065,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,788,16884,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2017,788,16885,DIREITO,Norte,1.0,Rondônia,RO,11.0
2017,788,95912,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2017,788,68951,ENGENHARIA CIVIL,Norte,1.0,Rondônia,RO,11.0
2017,788,49069,ENGENHARIA FLORESTAL,Norte,1.0,Rondônia,RO,11.0
2017,900,17471,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,900,46928,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2017,900,56738,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2017,900,109252,SISTEMAS DE INFORMAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,900,17470,SISTEMAS PARA INTERNET,Norte,1.0,Rondônia,RO,11.0
2017,1087,69174,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,1087,106830,AGRONOMIA,Norte,1.0,Rondônia,RO,11.0
2017,1087,117543,ARQUITETURA E URBANISMO,Norte,1.0,Rondônia,RO,11.0
2017,1087,94221,BIOMEDICINA,Norte,1.0,Rondônia,RO,11.0
2017,1087,80254,CIÊNCIAS BIOLÓGICAS,Norte,1.0,Rondônia,RO,11.0
2017,1087,108727,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2017,1087,73751,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2017,1087,73755,FARMÁCIA,Norte,1.0,Rondônia,RO,11.0
2017,1087,94223,FISIOTERAPIA,Norte,1.0,Rondônia,RO,11.0
2017,1087,118868,FONOAUDIOLOGIA,Norte,1.0,Rondônia,RO,11.0
2017,1087,110228,GASTRONOMIA,Norte,1.0,Rondônia,RO,11.0
2017,1087,120153,GESTÃO COMERCIAL,Norte,1.0,Rondônia,RO,11.0
2017,1087,110636,GESTÃO HOSPITALAR,Norte,1.0,Rondônia,RO,11.0
2017,1087,72675,MEDICINA,Norte,1.0,Rondônia,RO,11.0
2017,1087,73753,MEDICINA VETERINÁRIA,Norte,1.0,Rondônia,RO,11.0
2017,1087,108725,NUTRIÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,1087,17955,ODONTOLOGIA,Norte,1.0,Rondônia,RO,11.0
2017,1087,114539,PSICOLOGIA,Norte,1.0,Rondônia,RO,11.0
2017,1087,109533,SERVIÇO SOCIAL,Norte,1.0,Rondônia,RO,11.0
2017,1087,118866,TERAPIA OCUPACIONAL,Norte,1.0,Rondônia,RO,11.0
2017,1087,69172,TURISMO,Norte,1.0,Rondônia,RO,11.0
2017,1087,109258,ZOOTECNIA,Norte,1.0,Rondônia,RO,11.0
2017,1414,20698,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,1414,1204836,ARQUITETURA E URBANISMO,Norte,1.0,Rondônia,RO,11.0
2017,1414,52743,BIOMEDICINA,Norte,1.0,Rondônia,RO,11.0
2017,1414,47560,CIÊNCIAS BIOLÓGICAS,Norte,1.0,Rondônia,RO,11.0
2017,1414,347560,CIÊNCIAS BIOLÓGICAS,Norte,1.0,Rondônia,RO,11.0
2017,1414,1204819,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2017,1414,74038,DIREITO,Norte,1.0,Rondônia,RO,11.0
2017,1414,52123,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2017,1414,352123,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2017,1414,1369576,ENGENHARIA CIVIL,Norte,1.0,Rondônia,RO,11.0
2017,1414,1369371,ESTÉTICA E COSMÉTICA,Norte,1.0,Rondônia,RO,11.0
2017,1414,54924,FISIOTERAPIA,Norte,1.0,Rondônia,RO,11.0
2017,1414,50992,FONOAUDIOLOGIA,Norte,1.0,Rondônia,RO,11.0
2017,1414,85652,MEDICINA,Norte,1.0,Rondônia,RO,11.0
2017,1414,45877,NUTRIÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,1414,57926,ODONTOLOGIA,Norte,1.0,Rondônia,RO,11.0
2017,1515,1175920,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Norte,1.0,Rondônia,RO,11.0
2017,1515,59752,CIÊNCIAS BIOLÓGICAS,Norte,1.0,Rondônia,RO,11.0
2017,1515,1351599,ENGENHARIA AMBIENTAL E SANITÁRIA,Norte,1.0,Rondônia,RO,11.0
2017,1515,1257911,ENGENHARIA CIVIL,Norte,1.0,Rondônia,RO,11.0
2017,1515,1351597,ENGENHARIA DE PRODUÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,1515,1257912,ENGENHARIA ELÉTRICA,Norte,1.0,Rondônia,RO,11.0
2017,1515,18114,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2017,1722,47876,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,1722,47880,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2017,1722,55777,SISTEMAS DE INFORMAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,1728,47913,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,1728,88416,ARQUITETURA E URBANISMO,Norte,1.0,Rondônia,RO,11.0
2017,1728,50781,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2017,1728,50779,COMUNICAÇÃO SOCIAL - JORNALISMO,Norte,1.0,Rondônia,RO,11.0
2017,1728,50780,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Norte,1.0,Rondônia,RO,11.0
2017,1728,53562,DIREITO,Norte,1.0,Rondônia,RO,11.0
2017,1728,118774,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2017,1728,117474,FISIOTERAPIA,Norte,1.0,Rondônia,RO,11.0
2017,1728,72565,GESTÃO AMBIENTAL,Norte,1.0,Rondônia,RO,11.0
2017,1728,80999,GESTÃO COMERCIAL,Norte,1.0,Rondônia,RO,11.0
2017,1728,80966,GESTÃO DE RECURSOS HUMANOS,Norte,1.0,Rondônia,RO,11.0
2017,1728,72577,REDES DE COMPUTADORES,Norte,1.0,Rondônia,RO,11.0
2017,1728,74737,SISTEMAS DE INFORMAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,1738,47943,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,1738,51672,DIREITO,Norte,1.0,Rondônia,RO,11.0
2017,1738,59662,EDUCAÇÃO FÍSICA,Norte,1.0,Rondônia,RO,11.0
2017,1738,1260525,ENGENHARIA DE PRODUÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,1738,74428,PSICOLOGIA,Norte,1.0,Rondônia,RO,11.0
2017,1738,47947,SISTEMA DE INFORMAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,1738,68253,SISTEMAS ELÉTRICOS,Norte,1.0,Rondônia,RO,11.0
2017,2058,56008,EDUCAÇÃO FÍSICA,Norte,1.0,Rondônia,RO,11.0
2017,2058,1193270,EDUCAÇÃO FÍSICA,Norte,1.0,Rondônia,RO,11.0
2017,2058,1261514,ENGENHARIA ELÉTRICA,Norte,1.0,Rondônia,RO,11.0
2017,2058,1280427,ESTÉTICA E COSMÉTICA,Norte,1.0,Rondônia,RO,11.0
2017,2058,1186945,GESTÃO DE SEGURANÇA PRIVADA,Norte,1.0,Rondônia,RO,11.0
2017,2058,114598,LETRAS - PORTUGUÊS,Norte,1.0,Rondônia,RO,11.0
2017,2058,1285552,MÚSICA - CORDAS,Norte,1.0,Rondônia,RO,11.0
2017,2058,119012,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2017,2058,1260758,RADIOLOGIA,Norte,1.0,Rondônia,RO,11.0
2017,3991,74386,SISTEMAS PARA INTERNET,Norte,1.0,Rondônia,RO,11.0
2017,4594,1069494,DIREITO,Norte,1.0,Rondônia,RO,11.0
2017,4594,101292,FILOSOFIA,Norte,1.0,Rondônia,RO,11.0
2017,4785,1364335,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Norte,1.0,Rondônia,RO,11.0
2017,4785,1404022,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,4785,1182764,FÍSICA,Norte,1.0,Rondônia,RO,11.0
2017,4785,1427034,GESTÃO COMERCIAL,Norte,1.0,Rondônia,RO,11.0
2017,4785,1204018,GESTÃO PÚBLICA,Norte,1.0,Rondônia,RO,11.0
2017,4785,1404021,REDES DE COMPUTADORES,Norte,1.0,Rondônia,RO,11.0
2017,12758,1108254,ENGENHARIA CIVIL,Norte,1.0,Rondônia,RO,11.0
2017,12758,1193546,ENGENHARIA DE PRODUÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,699,5001242,ENGENHARIA DE PESCA,Norte,1.0,Rondônia,RO,11.0
2017,699,1321567,ZOOTECNIA,Norte,1.0,Rondônia,RO,11.0
2017,699,58075,AGRONOMIA,Norte,1.0,Rondônia,RO,11.0
2017,699,1300418,EDUCAÇÃO DO CAMPO,Norte,1.0,Rondônia,RO,11.0
2017,699,116734,ENGENHARIA FLORESTAL,Norte,1.0,Rondônia,RO,11.0
2017,699,122758,HISTÓRIA,Norte,1.0,Rondônia,RO,11.0
2017,699,150273,MEDICINA VETERINÁRIA,Norte,1.0,Rondônia,RO,11.0
2017,699,43743,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2017,2022,67057,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,2022,67053,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2017,2022,108588,DIREITO,Norte,1.0,Rondônia,RO,11.0
2017,2022,1261028,ENGENHARIA CIVIL,Norte,1.0,Rondônia,RO,11.0
2017,2022,117655,HISTÓRIA,Norte,1.0,Rondônia,RO,11.0
2017,2022,1353975,NUTRIÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,2022,117652,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2017,2022,98310,PSICOLOGIA,Norte,1.0,Rondônia,RO,11.0
2017,2022,5000054,SISTEMAS DE INFORMAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,2754,1050276,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,2754,1077884,BIOMEDICINA,Norte,1.0,Rondônia,RO,11.0
2017,2754,1257969,EDUCAÇÃO FÍSICA,Norte,1.0,Rondônia,RO,11.0
2017,2754,1304126,EDUCAÇÃO FÍSICA,Norte,1.0,Rondônia,RO,11.0
2017,2754,1085806,ENFERMAGEM,Norte,1.0,Rondônia,RO,11.0
2017,2754,1257970,ENGENHARIA AMBIENTAL,Norte,1.0,Rondônia,RO,11.0
2017,2754,1257968,ENGENHARIA CIVIL,Norte,1.0,Rondônia,RO,11.0
2017,2754,1074022,FARMÁCIA,Norte,1.0,Rondônia,RO,11.0
2017,2754,1074957,FISIOTERAPIA,Norte,1.0,Rondônia,RO,11.0
2017,2754,1284875,ODONTOLOGIA,Norte,1.0,Rondônia,RO,11.0
2017,2754,107842,SISTEMAS DE INFORMAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,699,122752,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,699,16016,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2017,699,58084,JORNALISMO,Norte,1.0,Rondônia,RO,11.0
2017,699,16004,LETRAS,Norte,1.0,Rondônia,RO,11.0
2017,699,44076,PEDAGOGIA,Norte,1.0,Rondônia,RO,11.0
2017,797,16966,ADMINISTRAÇÃO,Norte,1.0,Rondônia,RO,11.0
2017,797,1123757,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Norte,1.0,Rondônia,RO,11.0
2017,797,17551,CIÊNCIAS CONTÁBEIS,Norte,1.0,Rondônia,RO,11.0
2017,797,37796,DIREITO,Norte,1.0,Rondônia,RO,11.0
